pred_label,title,description,postDate
경제,"[N2 생활경제] 무신사, ‘안타 스포츠’ 손잡고 중국 진출…롯데백화점...","2025’ 수상 제니퍼룸 ‘바리스타 아르떼’, 2025 굿디자인 어워드 우수 디자인 선정 [사진=무신사]... 롯데백화점은 ‘타임빌라스’ 공식 홈페이지로 세계 3대 디자인상인 레드닷 어워드를 수상했다. 락앤락의 제니퍼룸은...",2025-08-27 14:48:00
사회,"전북자치경찰위, 지역 맞춤형 치안 논의·유공 경찰관 포상",유공자에게 표창을 수여했다. 이번 방문은 자치경찰 사무를 직접 수행하는 지구대를 찾아 치안 현장의... 이날 간담회에서는 '2025년 2분기 베스트 자치경찰'로 선정된 서유라 순경(부안 서림지구대)에 대한 표창 수여식도...,2025-08-28 00:00:00
사회,"보산진, ESG 혁신정책 대상 수상…외국인환자 결제시스템 성과",한국보건산업진흥원이 ‘제4회 한국 ESG 혁신정책 대상’ 정책부문에서 수상했다. 핀테크 기반 외국인환자... 점도 수상 배경으로 꼽혔다. 차순도 보산진 원장은 “이번 수상은 진흥원이 혁신적이고 지속가능한 ESG정책...,2025-08-27 08:37:00
사회,"산수음료 ‘아임에코샘’, 레드닷 디자인 어워드 본상 수상",본상을 수상했다고 26일 밝혔다. 레드닷 디자인 어워드는 독일 노르트라인-베스트팔렌 디자인센터가... 평가해 수상작을 선정한다. 수상작인 ‘아임에코샘’은 ‘고마운샘’에서 라벨을 제거해 출시한 제품으로...,2025-08-27 09:00:00
사회,"""놀라움과 달콤함을 디자인하다""…던킨, 레드닷 디자인 어워드 2025 수상","던킨, '레드닷 디자인 어워드 2025' 수상 비알코리아가 운영하는 던킨이 세계 3대 디자인상之一 '레드닷 디자인 어워드 2025'에서 브랜드&커뮤니케이션 부문을 수상했다고 27일 밝혔다. 수상작은 신규 공간 콘셉트 '원더스...",2025-08-27 09:32:00
사회,전국 단위 시행에 푸짐한 상까지…시험 만드는 교육기업들,"성적에 따라 대상, 금상, 은상, 동상, 장려상을 시상하며, 수상자에게는 상장과 금성도서상품권을 제공한다.... 비상교육은 기존 진단평가를 모태로 2020년부터 ‘TESOM 수학학력평가’를 상·하반기로 나눠 본격 시행하고...",2025-08-27 10:09:00
사회,"락앤락 제니퍼룸, 커피머신 '바리스타 아르떼' 디자인상 수상","제니퍼룸 관계자는 ""신제품으로 굿디자인 어워드를 수상하게 되어 더욱 기쁘고, 디자인 경쟁력과 더욱 업그레이드된 뛰어난 성능을 함께 인정받은 의미있는 결과""라며 ""감각적인 디자인과 다양한 기능을 겸비한...",2025-08-27 10:14:00
사회,제7회 공무원노동문학상 공모 시작,"다만 1~6회 공무원노동문학상 우수상 이상 수상자, 등단작가는 제외다. 응모 분야는 시와 수필로 공무원노동자 및 공무원노조 활동가의 삶과 공무원노조가 지향하는 가치 등이 주제다. 모든 응모작은 A4용지에...",2025-08-27 11:02:00
사회,[포토] 제3회 PMO 유공자 수상한 신창섭 투이컨설팅 상무,주관한 '제7회 AI정부혁신 콘퍼런스'가 27일 세종특별자치시 정부세종컨벤션센터에서 열렸다. 임정규 행정안전부 국장이 제3회 PMO 유공자 수상자인 신창섭 투이컨설팅 상무(행정안전부 장관상)와 기념촬영을 하고 있다.,2025-08-27 11:29:00
사회,철원소방서 화재진압 군장병에 유공 표창 수여,ℓ 철원소방서(서장:최임수)는 동송읍 주택 화재 현장에서 신속히 초기 진화에 나선 군(軍)장병 5명에게 유공 표창을 수여했다고 27일 밝혔다. 제6사단 소속 김진형 병장 등 5명은 지난 3일 오후1시52분께 동송읍 오지리의...,2025-08-27 22:04:00
사회,"광주다움 통합돌봄, 한국정책대상 대상 수상",광주시의 핵심 혁신정책인 ‘광주다움 통합돌봄’이 ‘2025 한국정책대상’ 대상을 수상했다. 이로써... 정책대상을 수상했다고 밝혔다. ‘한국정책대상’은 행정·정책 분야 최대 규모 학술단체인 한국정책학회(회원...,2025-08-27 13:32:00
사회,"가스공사, '한국 ESG 혁신정책 대상' 환경 부문 우수상 수상",이과형 가스공사 상생기획부장(왼쪽에서 두번째)이 '제4회 한국 ESG 혁신정책 대상'에서 환경 부문 우수상을 수상해 기념촬영을 하고 있다. 사진=한국가스공사 한국가스공사는 '제4회 한국 ESG 혁신정책 대상'에서 환경...,2025-08-27 13:42:00
사회,"한국소비자원, 한국 ESG 혁신정책 대상에서 '우수상' 수상",▲ 한국소비자원은 한국 ESG 혁신정책 대상에서 우수상을 수상했다. 한국소비자원(원장 윤수현)이 '한국 ESG 혁신정책 대상'에서 우수상을 수상하고 ESG정책 우수기관으로 인증받았다. 사단법인 한국정책학회(회장...,2025-08-27 14:20:00
사회,"서산시, 한국정책대상 2년 연속 수상",대산산단 친환경 전환·미래 성장동력 확보 인정 [충청투데이 전종원 기자] 충남 서산시가 2025년 제14회 한국정책대상에서 지방자치단체 부문 최우수 정책상을 수상했다. 시는 지난해에 이어 2년 연속 수상의 영예를...,2025-08-27 14:28:00
사회,편명철 대련건설대표 국토부장관 표창,편명철(사진) 대련건설 대표가 '2025 건설의 날' 기념 행사에서 국토교통부장관 표창을 수상한다. '2025... 공사에 참여해 시공능력과 기술력이 높게 평가됐다. 신예림 기자 #표창 #대련건설대표 #국토부장관 #명철 #대표,2025-08-27 00:08:00
사회,"""인천 영마이스리더 10기""... 숏폼 콘텐츠 우수상 수상",인천시와 인천관광공사는 지난 20일부터 22일까지 경주에서 열린 '2025 코리아 영마이스 앰배서더 총회'에서 '인천 영마이스리더 10기'가 숏폼 챌린지 우수상을 수상했다고 27일 밝혔다. 한국MICE협회가 주최한...,2025-08-27 15:40:00
사회,"세종충남대병원 김수현씨, '2025 자랑스러운 언어재활인상' 수상",세종충남대학교병원 재활의학과 김수현 언어재활사가 명지대 MCC관에서 개최된 제11회 언어치료인의 날에서 '2025 자랑스러운 언어재활인 협회장상'을 수상했다. 이 상은 언어재활사협회원 가운데 언어재활 분야에서 7년...,2025-08-27 15:54:00
사회,"콘진원, '한국 ESG 혁신정책대상' 4년 연속 최우수상 수상",한국콘텐츠진흥원(이하 콘진원)은 지난 26일 한국정책학회가 주최한 '제4회 한국 ESG 혁신정책대상'에서 사회(S) 부문 최우수상을 수상했다고 27일 밝혔다. 이로써 콘진원은 2022년부터 4년 연속 수상의 영예를 안았다....,2025-08-27 11:30:00
사회,"울산시교육감, 교육공무직 정년퇴직자 표창 수여",울산시교육청은 27일 외솔회의실에서 9월 1일 자 교육공무직 정년퇴직자들에게 교육감 표창을 수여했다.,2025-08-27 22:00:00
사회,"정길모 삼원종합건설 대표, 국토부장관 표창",인정받아 '국토부장관 표창'을 수상했다. 정길모 삼원종합건설(주) 대표는 42년간 건설산업에 종사하면서... 특히 지역건설산업 발전 및 하도급업체와 상생협력 모범회사로 선정돼 울산시장표창을 수상한 바 있다.,2025-08-27 22:00:00
사회,"인천병무지청, 사회 곳곳에서 모범 보인 사회복무요원 3명 표창","인천병무지청은 27일, 관내 모범 사회복무요원 3명을 초청해 표창장을 수여하고 격려했다. 인천 중구 소재... 표창을 받은 김준하 요원은 ""대학에서 배운 역사교육 지식을 현재 근무지에서 의미 있게 활용 할 수 있어서...",2025-08-27 21:06:00
사회,"[지금 서산은]서산시, 시정발전 유공 시민 31명 표창하고 격려의 시간 가...","서산시, 시정발전 유공 시민 31명 표창하고 격려의 시간 가져 묵묵한 봉사와 헌신으로 지역사회 발전에... 31명에게 표창을 수여했다고 밝혔다. 이번 시상식은 각자의 자리에서 묵묵히 시정에 협력하며 지역사회 발전과...",2025-08-27 08:04:00
사회,전남교육청 “새롭게 빛날 선생님의 미래를 응원합니다”,"장관표창 대상자는 유·초·중등 교원 337명으로, 황조근정훈장 21명, 홍조근정훈장 115명, 녹조근정훈장 89명, 옥조근정훈장 89명, 근정포장 9명, 대통령표창 4명...",2025-08-27 08:24:00
사회,건설의 날 기념식…문양호 한국토건 대표 등 수상,"이번 기념식에서 충북은 홍진영 태백개발중기 대표가 대통령 표창을 받았다. 문양호 ㈜한국토건 대표, 이광희 성주종합건설 대표, 황원구 청오기초건설㈜ 대표 등은 국토부장관 표창을 수상했다. 이날 기념식은 김윤덕...",2025-08-27 11:24:00
사회,"“자랑스런 사회복무요원 추천받습니다”…병무청, 포상 대상자 접수","자세한 사항은 병무청누리집(www.mma.go.kr), 사회복무포털(sbm.mma.go.kr) 공지사항 참조 포상 대상자는 11월 초 개별 통지될 예정이며, 수상자는 12월 초 사회복무대상 시상식에서 표창과 함께 부상품을 수여할 계획이다....",2025-08-27 11:49:00
사회,"신인천빛드림본부, 지역사회 공헌 인정받아 인천시장 표창","인천시장의 표창을 수상했다. 수상식은 26일 인천시청에서 초록우산 어린이재단 주관으로 열렸으며, 지역 내 나눔 문화 확산과 취약계층 지원에 앞장선 개인 및 기관이 함께 자리했다. 이번 표창은 인천 지역 사회공헌 우수...",2025-08-27 12:42:00
사회,"교육·문화·홍보로 넓힌 교류 저변…도봉구, 베이징시 창평구 교환공무...","(王晨)에게 표창장을 수여했다. 구는 공무원 양성과 행정관리 경험을 공유하기 위해 2004년부터 1년 단위로... 표창장 수여식은 이날 도봉구청 구청장실에서 열렸다. 이날 오언석 도봉구청장은 표창을 수여하며, “그간 양...",2025-08-27 13:20:00
사회,"병무청, 제12회 사회복무대상 후보자 추천 접수 시작","시상식은 12월 초에 열리며, 사회복무요원 102명, 복무관리 직원 64명, 복무기관 5곳 등 총 171명이 표창을 받는다. 사회복무대상은 성실한 복무와 재능봉사 등으로 귀감이 되는 사회복무요원과 복무여건 개선에 기여한...",2025-08-27 13:50:00
사회,"경복대, 2025년 창업보육센터(BI) 운영평가 3년 연속 최우수 ‘S등급’ ...","경기도, 2025년 BI 운영평가 결과 발표… ‘경기도지사’ 표창 경복대학교는 ‘2025년 경기도 창업보육센터... 도지사 표창을 수여한다. 이번 평가에서 경복대학교 창업보육센터는 ▲지역 밀착형 창업지원사업 연계...",2025-08-27 14:24:00
사회,“충분한 工期·공사비 보장해야”건설인 시장선진화 결의문 내놔,제35회 건설의날 기념식 김상수 전 대한건설협회장 등 111명 건설인 정부 포상·표창 “건설 현장 중대재해를... 건설인 111명이 정부 포상과 표창을 받았다. 영예의 금탑산업훈장은 35년간 주요 국책 사업을 주로 수행해 온...,2025-08-27 14:30:00
사회,"강원조달청, ㈜코레드·㈜태성스페이스 조달청장 표창 수여","강원조달청(청장 이경원)은 지난 26일 청사에서 지역경제 활성화와 공공조달 발전에 기여한 춘천 ㈜코레드(대표 박형필), 홍천 ㈜태성스페이스(대표 심현성)를 상반기 지역 우수조달기업으로 선정하고 조달청장 표창장을...",2025-08-27 16:00:00
사회,"이명식 ㈜웃샘 대표, 국토부 장관 표창","장관 표창을 받았다. 이 대표는 코로나 발생 전·후해 베트남, 몽골 등 국내외에 기계설비인 생물안전3등급... 대통령 표창, 국무총리 표창, 국토부 장관 표창 등 총 111점의 포상이 수여됐다. / 안혜주기자 asj1322@daum.net...",2025-08-27 16:28:00
사회,모범구민 표창,양천구가 최근 구청 회의실 5층에서 ‘2025년 8월 양천구 모범구민 표창 수여식’을 개최했다. 선정된 모범구민은 총 9명이다. 사진은 수여식에서 이기재 구청장(오른쪽)이 모범구민에게 표창을 수여한 후 기념 촬영을...,2025-08-27 16:32:00
사회,"전명길 동림건설 대표·김민환 흥월건설 대표, 국토부장관 표창 수상",국토교통부장관 표창을 받았다. 국토교통부와 대한건설단체총연합회는 27일 서울 논현동 건설회관에서 건설의 날 기념식을 갖고 건설산업 발전에 공로가 큰 유공자들에게 훈·포장 및 표창 등을 수여했다. 이날 기념식에는...,2025-08-27 17:14:00
사회,"대구 건설업체 2곳, 건설의 날 정부포상 수상","이날 기념식에서는 건설산업 발전에 공로가 큰 유공자들에게 훈·포장, 대통령표창, 국무총리표창, 국토교통부 장관표창 등 총 111점의 포상이 수여됐다. 대통령표창은 대구 업체 장한건설㈜의 김요한 대표이사를 비롯해...",2025-08-27 17:45:00
사회,용산구 '2025년 지역자율방재협의회 정기회의 및 간담회' 개최,행사는 ▲신규 단장 및 동대표 위촉장 수여 ▲우수 단원 표창 ▲상반기 활동 현황 및 성과 보고 ▲건의사항 청취 ▲하반기 활동 계획 논의 순으로 진행됐다. 특히 박 구청장이 직접 위촉장과 표창을 전달하며 단원들의...,2025-08-27 19:04:00
사회,"이명식 (주)웃샘 이명식 대표, 국토부 장관 표창",장관 표창을 받은 뒤 기념촬영하고 있다. 이명식 ㈜웃샘(청주시 옥산면) 대표가 27일 서울 건설회관에서 대한건설단체총연합회 주최로 열린 '2025 건설의 날 기념식'에서 국토교통부 장관 표창을 받았다. 이 대표는...,2025-08-27 19:22:00
사회,"대구시, '쉬메릭' 온라인 마케팅 성과 기반으로 해마다 매출 성장세 기...","대구지방고용노동청장 표창을 수상했다""고 말했다. 대구시에 따르면, "" 우리 시가 인증하는 공동브랜드... 대구지방고용노동청장 표창을 받았다.""고 덧붙였다. 끝으로 대구시는 ""하반기에도 온라인 기획관 구성 등 유통...",2025-08-27 20:00:00
사회,용산구가 '안전 대상'?‥서울시 취소했지만 다음 달 시장표창 계획도,하지만 MBC가 확보한 서울시 문건을 보면 9월 말 시장표창과 시상금 시상도 계획한 것으로 나옵니다. 논란이 일자 서울시가 워크숍 차원의 행사로 축소하려 한 건 아닌지 의심이 드는 대목입니다. 이에 대해 서울시는...,2025-08-27 20:16:00
사회,"""가정의 힘, 지역의 힘""…경주시, 새마을 여인상 26명 표창","(제공=경주시) 인사말하는 주낙영 경주시장 행사는 '갈등과 대화의 재발견'을 주제로 한 특강을 시작으로 표창 수여와 인사말이 이어졌다. 이날 시상식에서는 새마을여인상 22명, 내조상 2명, 다문화가족상 2명 등 총...",2025-08-27 20:46:00
사회,"경북소방, '하트세이버 왕' 5명 탄생… 생명 구한 영웅들","경북소방본부는 8월 27일 제8회 '경북 하트세이버 왕' 선발 행사를 열고, 심정지 환자를 5명 이상 소생시킨 구급대원 5명에게 배지와 경북도지사 표창을 수여했다. 경북소방, '하트세이버 왕' 5명 올해 하트세이버 왕의...",2025-08-27 20:46:00
사회,"[춘천 24시] 춘천시, 대통령표창수치 시기(旗)에 게양…""자원순환 정책...","대통령표창수치(綬幟·끈으로 된 깃발)를 춘천시기(旗)에 게양했다. 춘천시는 전국 지자체 가운데 유일하게... 대통령 표창을 받았다. 현재 장례식장 다회용기 사용률은 76% 이상으로, 안정적으로 정착된 상태다. 춘천시는...",2025-08-27 16:58:00
