pred_label,title,description,postDate
사회,"이승진 한림대 교수, 제11회 언어치료인의 날 보건복지부장관 표창 수상",표창을 수상했다고 3일 밝혔다. 보건복지부는 '언어치료인의 날'을 맞아 의사소통장애인의 언어재활을... 이러한 성과를 인정받아 지난 2022년 대한후두음성언어의학회에서 언어재활사 최초로 '예송학술상'을 수상한 바...,2025-09-03 08:36:00
사회,"한국가스안전공사, 제31회 통계의 날 대통령 표창 수상…가스사고통계...","대통령 표창을 수상했다고 3일 밝혔다. 통계의 날은 통계의 중요성에 대한 국민의 이해와 관심을 유도하고... 박경국 사장은 ""공사의 가스사고통계 활용한 실적이 공로로 인정받아 통계의 날 기념행사에서 대통령 표창을...",2025-09-03 22:46:00
사회,"강원자치도, 제45회 장애인의 날 기념행사 개최","기념식에서는 제26회 장애인복지대상 시상식과 도지사 표창, 축하 공연 등이 진행됐습니다. 장애인복지대상 수상자로는 김동수 한국문인협회 삼척지부장과 한국산재장애인협회 강원도협회 등이 선정됐습니다.",2025-09-03 21:08:00
사회,"청양군, 제26회 사회복지의 날 기념식 및 박람회 마무리","지난 2일, 사회복지의 날 기념행사에서 표창을 받은 유공자들과 김돈곤 군수가 기념사진을 찍고 있다... 특히 청양군 사회복지 발전을 위해 최일선에서 힘써온 사회복지시설 종사자와 자원봉사자 등 유공자 23명에게 표창이...",2025-09-03 20:38:00
사회,"㈜이에스창호, 엔탑컨버전스㈜ 조달청장 표창 수여",조달청장 표창을 받았다./충북지방조달청 제공 충북지방조달청은 3일 지역 우수조달기업으로 선정된 ㈜이에스창호(대표이사 신창수)와 엔탑컨버전스㈜(대표이사 양희정)에 조달청장 표창을 전수했다. ㈜이에스창호는...,2025-09-03 20:04:00
사회,정신영저널리즘학술상에 윤석민·배진아 교수,정신영저널리즘학술상 심사위원회(위원장 양승목 서울대 명예교수)와 관훈클럽정신영기금(이사장 이용식 문화일보 주필)은 제2회 저널리즘학술상 수상작으로 윤석민 서울대 언론정보학과 교수와 배진아 공주대...,2025-09-03 11:38:00
사회,"파주시, '공공서비스디자인 우수과제' 행정안전부 장관상 수상",장관상을 수상했다. 시는 2023년 복지정책과의 '고독사 예방을 위한 사회적 고립가구 지원 사업 청춘고백... 이번 수상작 '다(多)가치 만들기'는 산업단지를 단순한 생산공간이 아닌 근로자 중심의 생활공간으로 전환하기...,2025-09-03 11:02:00
사회,"안산대학교 라키비움관, 종합평가 ‘최우수 기관’ 수상",‘한국교육학술정보원장상’을 수상했다. 교육부가 주최하고 한국교육학술정보원이 주관하는 전국... 안산대학교 라키비움관 하영옥 관장은 “이번 종합평가 ‘최우수 기관’ 수상은 도서관 사서 선생님들의 꾸준한...,2025-09-03 10:36:00
사회,"‘미스터 코스모폴리탄 코리아’ 신재민, 지난해 수상자가 전하는 왕관...","‘미스터 코스모폴리탄 코리아’ 신재민, 지난해 수상자가 전하는 왕관 지난 1일 서울 중구 장충동 남산... ‘미스터 코스모폴리탄 코리아’ 신재민, 지난해 수상자가 전하는 왕관 수상내역은 아래와 같다. 1위 11번...",2025-09-03 10:26:00
사회,"‘2025 미스터 인터내셔널 코리아’ 윤현제, 전년도 수상자로서 새 주인...","‘2025 미스터 인터내셔널 코리아’ 윤현제, 전년도 수상자로서 새 주인공에게 왕관 전달 지난 1일 서울... ‘2025 미스터 인터내셔널 코리아’ 윤현제, 전년도 수상자로서 새 주인공에게 왕관 전달 수상내역은...",2025-09-03 10:24:00
사회,"조은일, ‘미스터 인터내셔널 코리아’ 인플루언서상 수상 [포토]",대회에 참가한 조은일이 크레스트72 인플루언서상을 수상했다. 이번 대회에는 해외동포 등 국내외에서... 수상내역은 아래와 같다. 1위 11번 최승호 (서울) - 2025 미스터 인터내셔널 세계대회 참가 2위 21번 강에릭...,2025-09-03 10:22:00
사회,"광주경찰청, 공공서비스디자인 성과공유대회 '국무총리상' 수상","광주경찰청이 최근 행안부 주관 '2025년 공공서비스디자인 성과공유대회'에서 국무총리상을 수상했다고 3일... 김영근 광주청장 직무대리는 ""이번 수상은 국민 중심 정책 구현을 통해 가장 취약한 60대 이상을 지켜내는...",2025-09-03 10:16:00
사회,"감성주택, '2025 대한민국 목재산업박람회' 성료…산림청장상 수상","수상하며 업계의 주목을 받았다. 산림청장상은 목재 이용 활성화와 건축 분야 발전에 이바지한 기업에 수여되는 상으로, ㈜감성주택은 친환경 자재 활용과 주택 설계 기술을 높이 평가받았다. 업계에서는 이번 수상이...",2025-09-03 10:11:00
