pred_label,title,description,postDate
사회,"부산 동구, 제1회 리부팅 지방시대 대상서 ‘지방행정혁신 대상’ 수상","25일 수상자를 발표했다. 동구는 전국 최초로 빈집 전문관을 채용하고, 무허가 빈집을 포함하는 시행령... 상을 수상했다. 시상식은 오는 9월 15일 서울 롯데호텔에서 열리며, 연합뉴스TV가 개최하는 제13회 경제포럼과 함께...",2025-08-31 13:56:00
사회,"한전KPS, 국가품질혁신경진대회 대통령상…29년 연속 '금자탑'",금상을 수상한 한전KPS 빛가람분임조가 기념촬영을 하고 있다. /사진=kps | 한스경제=신홍관 기자 | 한전KPS가 산업통상자원부 주최 국가품질혁신경진대회(전국품질분임조경진대회)에서 29년 연속 대통령상을 수상했다....,2025-08-31 07:10:00
사회,"군위군, 대구시 민원제도개선 공모 '최우수상'","최우수상을 수상한 군위군이 차지했다. 군위군의 '찾아가는 손길! 모시는 건강! 치매안심 동행·택시 투 트랙(Two-track) 서비스'는 보호자가 없는 어르신을 위해 치매안심센터 직원이 병원까지 동행하고, 교통이 불편한...",2025-08-31 09:00:00
사회,"증평군보건소, 2025년 감염병 예방관리 업무 평가 우수기관 선정",기관표창을 수상했다. 충북 증평군보건소가 충청북도 주관'2025년 감염병 예방관리 업무 평가'에서 우수기관에 선정돼 도지사 기관표창을 수상했다. 이번 평가는 질병관리청의 6개 분야 감염병 관리 실적 점검 결과와 도내...,2025-08-31 21:56:00
사회,"태국 KFC·필리핀 척추측만증 캠페인, 부산 광고제 최고상",문화체육관광부와 부산시가 후원하는 ‘부산국제마케팅광고제(MAD STARS 2025)’가 올해 최고의 수상작을... 이후 20개국 34명의 본선 심사위원이 부산에서 현장 토론을 통해 최종 수상작을 결정했다. 한편 올해...,2025-08-31 11:05:00
사회,"서울교통공사, 국가품질혁신경진대회 전원 수상 쾌거",서울교통공사 ‘스위스 치즈’팀이 은상을 수상한 후 기념사진을 촬영하고 있다. 이들은 신호장애 신속... 전원이 수상했다고 31일 밝혔다. 공사는 지난해에도 참가팀 전원이 대통령상을 수상하며 역대 최고 성적을...,2025-08-31 12:55:00
사회,"재능대 '그린인사이트'팀, '2025 RISE UIC X 경진대회'서 한국에너지공단...","기호일보 - 아침을 여는 신문, KIHOILBO 재능대 그린인사이트' 팀이 '2025 RISE UIC X 경진대회'에서 한국에너지공단 이사장상과 우수상을 수상한 뒤 기념촬영을 하고 있다.했다. 재능대학교 RISE사업단은 바이오테크과와...",2025-08-31 13:14:00
사회,"연천군시설관리공단, 적극행정 우수사례 경진대회 ‘경기도지사상’","연천군시설관리공단은 경기도가 적극행정 문화 확산을 위해 개최한 '2025년 경기도 적극행정 우수사례 경진대회'에서 '스마트 환경관리, 다중이용시설을 안전지대로 전환하다' 사례로 경기도지사상을 수상했다고 29일...",2025-08-31 13:24:00
사회,"이효성 대전시의원, 대한민국 지방자치대상 최우수상 수상","최우수상을 수상했다고 31일 밝혔다. 한국지방자치학회가 처음으로 마련한 이번 상은 지방자치 발전에 크게 기여한 단체장, 지방의원, 공직자, 언론인, 주민 등을 발굴해 시상하는 권위 있는 상으로 총 30명의 수상자가...",2025-08-31 13:27:00
사회,"영동군농업정보화연구회, 정보화 경진대회서 상 '싹쓸이'","영동군은 스마트경영, 라이브커머스, 농업·농촌 사진 등 여러 분야에서 고르게 수상자를 배출하며 두각을 나타냈다. 김건희 씨(54·추풍령면)는 '스마트경영 혁신 사례' 발표로 최우수상을, 김경순 씨(59·추풍령면)는...",2025-08-31 13:30:00
사회,"원강수 원주시장, 제1회 대한민국 지방자치대상 대상 수상","원강수 원주시장(사진)이 '제1회 대한민국 지방자치대상'에서 대상을 수상했다. 지방자치대상은 지방자치의... 원 시장은 ""이번 수상은 대한민국 지방자치발전에 이바지한 원주시의 여러 노력이 인정받은 결과다. 지방자치...",2025-08-31 11:28:00
사회,"삼성전자, 베트남서 ‘근로자를 위한 모범 기업’ 표창 수상","각각 표창을 받았다. 특히 박닌법인은 7년 연속 본 시상식에서 수상하며 모범 기업으로 자리매김했다.... 상공회의소 표창을 받았다. 회사는 아동과 지역사회, 사회 전반에 긍정적 영향을 미치는 프로젝트를 운영하며...",2025-08-31 07:02:00
사회,"중구, 자율방범대 순찰 AI와 함께 한다",서울 중구는 지난 28일 지역사회 범죄 예방과 치안 유지에 힘써온 자율방범대원 19명에게 표창장을 수여했다. 이날 행사에는 수상자를 비롯해 대원 40여 명이 참석해 서로의 노고를 격려했다. 이번 표창에는 20여 년간...,2025-08-31 08:52:00
사회,국민안전 최전선을 지킨다 최강 해안 소초는 바로 우리,"육군53사단, 경연대회 표창 수여 최우수 소초에 당강말소초 선정 부대원 모두 ‘충렬 명예의 전당’ 입성 육군53보병사단이 지난달 29일 개최한 ‘2025년 최우수 소초 선발 경연대회’ 표창 수여식에서 당강말소초 조선우...",2025-08-31 10:26:00
사회,'제32회 진주시후계농업경영인 가족한마음대회' 성황리 개최,진주시가 후원하고 한농연 진주시연합회가 주관한 이번 행사는 △개회선언 △유공자 표창 △수재민 성금 기탁식 △명랑운동회 및 노래자랑 등 다양한 프로그램으로 진행돼 회원 간 화합을 도모하는 뜻깊은 시간이 됐다....,2025-08-31 12:08:00
사회,[새얼굴]김원래 한국공인중개사협회 원주시지회장,"도지사 표창, 중소벤처기업부 장관상 등 수상. 한국공인중개사협회 원주시지회 부지회장, 연세대 정경창업대학원 창업학회장 등 역임. 현재 협동조합 위드업경영지원단 이사장, 복덕방 공인중개사 대표 등으로 활동....",2025-08-31 12:14:00
사회,"""부여 축산의 힘, 하나로 모이다""… 2025 부여군 축산인 한마음대회 성...",주요 프로그램으로는 △축산 발전 유공자 표창 △비전 캘리그래피 퍼포먼스 △노래자랑 △행운권 추첨 △축산 홍보 부스 운영 등 다채로운 순서가 이어졌고 참석자들은 즐거운 추억을 함께 나눴다. 또한 부여축협은...,2025-08-31 15:07:00
사회,"태안군의회, 제7회 찾아가는 의정발전 유공자 시상식 열어","(28세)에게 표창패를 수여했다. 이번 수상은 2023년 12월부터 국민건강보험공단 서산태안지사 태안운영센터에... 이어 표창패 전달과 기념촬영이 이어지며 현장은 축하의 박수로 가득 찼다. 박효정 씨는 ""관내 출장이 매일...",2025-08-31 15:36:00
사회,"양주도시공사,'경기도 적극행정 우수사례 경진대회'경기도지사상 수상","양주도시공사(사장 이흥규)가 지난 25일 열린 「2025년 경기도 적극행정 경진대회」에서 경기도지사상을 수상... 인정받아'장려상'을 수상했으며, 공공기관 부문 최초로 4년 연속 입상이라는 쾌거를 이루게 됐다. 한편...",2025-08-31 19:32:00
사회,충남대병원 심장혈관흉부외과 강민웅 교수 장영실상 수상,이번에 수상한 의료용 스테이플러는 비대칭 스테이플러(NALS)로 암 수술 시 R0 절제에 특화된 세계 유일의... Award를 수상하면서 글로벌 무대에서도 기술력을 인정받았다. 현재 의료용 선형 스테이플러는 미국 FDA 인허가...,2025-08-31 18:54:00
사회,"민주평통옥천군협의회 김승룡 회장, 자랑스런 한국인 사회공헌 부문 수...","김승룡 회장은 ""이번 수상은 저 개인의 영광이 아니라 옥천군민 모두와 함께 나누고 싶은 상""이라며 ""앞으로도 지역사회와 대한민국의 발전을 위해 더욱 헌신하겠다""고 말했다. 옥천",2025-08-31 18:53:00
사회,"한국동서발전, 국가품질 혁신경진대회서 '대통령상' 5개 수상",5개를 수상하며 품질혁신 역량을 대내외적으로 인정받았다. 산업통상자원부 국가기술표준원과... 특히 금상을 수상한 메가파워 분임조는 '복합화력발전 공정개선으로 탄소배출량 감축'을 주제로 설비와 운전절차를...,2025-08-31 21:42:00
사회,"전국 성인문해교육 시화전, 경남 10명 수상",모두 수상하는 성과를 거뒀다. 이번 시화전은 9월 대한민국 문해의 달을 맞아 교육부가 주최하고... 진흥원은 10월 17일 창원컨벤션센터에서 여는 '제2회 경남 평생학습 박람회 & 문해의 달 행사'에서 이번 수상자를 포함한...,2025-08-31 22:46:00
IT과학,"경국대 정기현교수, 융합기술연구학회 '우수연구자상'",국립경국대 소프트웨어융합전공 정기현 교수가 한국융합기술연구학회로부터 2025년도 우수연구자상을 수상... 정 교수는 최근 다년간의 융합기술 관련 연구 성과와 학문적 기여를 인정받아 이번 수상자로 이름을 올렸다....,2025-08-31 21:24:00
IT과학,"국립공주대 산림과학과 송초롱 교수, 젊은 과학자상 수상","국립공주대학교 산업과학대학 산림과학과 송초롱 교수가 제13회 현신규학술상 젊은과학자상을 수상했다고 29일 밝혔다. 송초롱 교수는 산림치유, 산림휴양, 산림환경건강학 분야에서 탁월한 연구 성과와 산림치유...",2025-08-31 21:56:00
IT과학,"[iR52 장영실상] 전기 스파크, 1초만에 원천차단",아콘텍 '슬림형 스마트 아크차단기' 전기장비 업체 아콘텍이 개발한 '슬림형 스마트 아크차단기'가 35주 차 IR52 장영실상을 수상했다. 기존 누전차단기 기능에 아크(전기 스파크)를 차단하는 기능까지 더해져 사고를 미리...,2025-08-31 18:08:00
정치,"더불어민주당, 대선 유공 고성군민 표창","승리 유공 '1급 표창장'을 수여했다고 밝혔다. 고성군 대선 유공자는 더불어민주당 김원순 군의원을 비롯해 김완식·이옥철·박재하·정권진·윤정애·차미숙 씨 등 7명이며, 표창장은 백두현 전 고성군수가 전달했다.",2025-08-31 22:32:00
생활문화,"군위 인각사, 보각국사 일연스님 736주기 다례재 봉행","다례재는 다도시연, 육법공양, 명종, 헌화와 다례재, 스님의 행장소개와 봉행사, 법어, 표창장 수여 순으로... 한편 보리심으로 보살행을 실천하고 있는 김칠환 불자에게 대한불교조계총 총무원 표창이 수여됐습니다. 이날...",2025-08-31 09:36:00
생활문화,은해원·신총명·김은희·문지후·이두나 울산문학 신인문학상 당선,"제20회 울산문학 신인문학상 수상자가 결정됐다. 울산문학 신인문학상 운영위원회는 제20회 울산문학 신인문학상 심사위원회(위원장 고은희 울산문인협회장)를 열고 시부문에 은해원(울산 중구), 시조부문 신총명(울주군...",2025-08-31 21:42:00
생활문화,"정기영 부산한일문화교류협회장, 국제교류기금상 수상자 선정","국제교류기금상 수상자로 결정됐다. 이 상은 학술, 예술 등 다양한 문화활동을 통해 일본과 해외의 상호이해 촉진에 현저히 공헌이 있는 사람에게 수여하는 상이다. 지금까지 국내에서 개임으로 이 상을 수상한...",2025-08-31 19:55:00
생활문화,"부산문인협회, 부산문학상 수상자 주순보 시인 등 5인","부산 최대 문인단체인 부산문인협회(이사장 박혜숙)가 수여하는 제32회 부산문학상 수상자가 결정됐다. 지난 7월 10일부터 한 달 동안 공모하고 예심·본심을 거쳐 대상 수상자 5인, 우수상 수상자 5인을 뽑았다. 대상...",2025-08-31 19:55:00
생활문화,강원인재원 ‘강원 문해교육 시화전’ 수상작 선정,"시화전’ 수상작을 선정했다. ‘문해, 세상이 달라보여요’를 주제로 늦은 나이에 글자를 배운 문해학습자들이 직접 쓰고 그린 시화와 엽서 총 1,199점을 심사, 우수작품 228점을 수상작으로 선정했다. 시화부문...",2025-08-31 14:52:00
생활문화,동심문화예술4호 동시 신인문학상,▲ 서해준 수상자 동심문학잡지 『동심문화예술』 신인문학상 심사위원회(위원장 김철수)는 8월 30일 한국동심문학관에서 신인문학상 심사위원회를 열고 『동심문화예술』 4호 신인문학상 수상자로 동시 「해 뜨는 집」...,2025-08-31 17:36:00
생활문화,"국립현대미술관-SBS문화재단, '올해의 작가상 2025'개최","프로그램이자 수상 제도로, 매년 작가 4인(팀)을 선정해 신작 제작과 전시를 지원하고, 작가들의 해외... <올해의 작가상 2025> 최종 수상자는 전시 기간 중 국내외 심사위원들과 작품에 관한 공개 대화 및 2차 심사를 거쳐...",2025-08-31 10:28:00
