pred_label,title,description,postDate
사회,"한국장애인고용공단, 2025 공공서비스디자인 우수과제 4년 연속 수상",장관상을 수상했다고 1일 밝혔다. 행정안전부는 9월 1일(월) 정부세종청사 대강당에서 성과공유대회를 열고... 한국장애인고용공단은 이번 대회를 통해 4년 연속 수상이라는 쾌거를 이루었다. 한국장애인고용공단은...,2025-09-02 09:02:00
사회,"분당제생병원, 개원 27주년 기념식 개최","이날 기념식은 병원 발전에 헌신한 모범 직원과 장기근속 직원에 대한 표창과 개원기념이벤트 행사로 이뤄졌다. 대진의료재단 손경옥 이사장은 기념사를 통해 ""각자의 자리에서 헌신해 주신 직원들의 노고에 감사를...",2025-09-02 11:42:00
사회,강원도 통계업무 진흥 유공 국무총리 표창 수상,강원도는 1일 대전 유성구 정부대전청사에서 열린 '2025년 통계업무 진흥 유공'에서 광역지자체 중 유일하게 정부포상인 국무총리 표창을 수상했다.,2025-09-02 00:09:00
사회,"안동시여성단체협의회 조희옥 회장, 경북 여성상 수상","여성상'을 수상하며 안동의 여성 리더십을 경북 지역에 알렸다. 시상식은 9월 1일 경북도청 동락관에서 열린... 수상자는 서류 심사, 현지 실사, 그리고 심사위원회의 엄격한 심사를 거쳐 선정된다. 특히 '올해의 경북...",2025-09-02 10:12:00
사회,"에스알, 공공서비스디자인 행정안전부 장관상 수상",에스알은 해당 사업에 처음으로 참여해 수상 성과를 거뒀다. 전날 정부세종청사 민원동에서 열린... 현장에서는 전문가 심사단 10명과 국민 40명의 평가를 합산하여 수상 기관을 선정했다. 에스알은 '철도이용객이...,2025-09-02 11:16:00
사회,한미동맹대상 수상자에 극동방송 이사장 김장환 목사 선정,한미동맹재단과 주한미군전우회는 올해 ‘한미동맹대상’ 수상자로 극동방송 이사장 김장환 목사(91)를 선정했다. ‘한미동맹대상’은 한미동맹 강화에 기여한 개인이나 기관을 선정하는 상이다. 올해 수상자인 김...,2025-09-02 11:19:00
사회,"HS화성, 창업 67주년 기념식 개최","이날 회사 측은 장기근속자 16명, 모범사원 18명에게 표창장과 부상을 수여했다. 이종원 회장은 기념사를 통해 “건설산업은 국가 경제의 근간이자 모든 산업 활동의 출발점”이라며 “국내시장의 한계를 넘어 글로벌...",2025-09-02 06:11:00
사회,대전교통공사 국가품질혁신경진대회 '대통령상' 영예,동상을 수상했다. 사진은 교통공사 품질분임조 학습동아리 'DT비전' 구성원 모습. 사진 왼쪽에서 4번째... 동상을 수상했다. 이번 대회는 산업통상자원부 국가기술표준원과 한국표준협회(KSA)가 공동 주관하는 전국 규모...,2025-09-02 14:02:00
사회,정신영 저널리즘 학술상에 ‘저널리즘 연구’,5개월간 조선일보 편집국 현장 참여 관찰 연구 결과물 제2회 정신영 저널리즘 학술상 수상작으로 윤석민... 그게 저널리즘이었다.” 윤석민 교수는 수상 소감을 묻자 “언론의 가치를 재확인한 것이 연구의 가장 큰...,2025-09-02 14:29:00
사회,‘제29회 직업능력의 달 기념식’ 열려,"올해 기념식은 ‘능력은 새롭게, 내일을 빛나게’라는 주제로 열렸으며 직업능력개발에 헌신한 유공자 34명에게 훈·포장과 표창이 수여됐다. 은탑산업훈장에는 방산 분야에서 46년간 종사한 허정일 3엠테크 이사에게...",2025-09-02 13:02:00
